ts,sym,rule,side,trig,off,tp,sl,entry,exit,status,ret,fee,funding,hold_h,touched,recovered,pnl1x,pnl2x,queue_vol,f1,tbsi
2026-09-01 14:30:34,UNIUSDC,fixed_s,short,0.2000,0.2000,0.5000,0.3000,5.7825,5.7999,stop,-0.300,0.040,-0.00002,0.02,1,0,-0.3400,-0.6800,103.5000,1,
2026-09-01 14:30:35,UNIUSDC,deep_s,short,0.2000,0.5000,0.6000,0.5000,5.7999,5.8289,stop,-0.500,0.040,-0.00002,0.02,1,0,-0.5400,-1.0800,4989.5000,1,
2026-09-01 14:31:40,UNIUSDC,adapt_s,short,0.7182,0.7182,2.3939,1.4962,5.8124,5.8994,stop,-1.496,0.040,-0.00002,0.02,1,1,-1.5362,-3.0724,12560.6667,1,
2026-09-01 14:34:19,ETHFIUSDC,mom15_l,long,0.5000,2.5000,2.0000,0.8000,0.0000,0.5601,expired,0.000,0.000,0.00000,2.00,0,0,0.0000,0.0000,0.0000,0,
2026-09-01 14:34:19,ETHFIUSDC,mom30_l,long,0.7000,3.0000,3.0000,1.0000,0.0000,0.5573,expired,0.000,0.000,0.00000,2.00,0,0,0.0000,0.0000,0.0000,0,
2026-09-01 14:35:13,HBARUSDC,fixed_s,short,0.2000,0.2000,0.5000,0.3000,0.0750,0.0748,timeout,0.280,0.040,-0.00051,0.82,1,1,0.2401,0.4801,141794.9091,1,
2026-09-01 14:36:15,LTCUSDC,fixed_s,short,0.2000,0.2000,0.5000,0.3000,49.0679,49.0400,timeout,0.057,0.040,-0.00102,0.82,1,1,0.0180,0.0359,3807.2820,1,
2026-09-01 14:37:22,SOLUSDC,deep_s,short,0.2000,0.5000,0.6000,0.5000,104.2386,103.8100,timeout,0.411,0.040,-0.00005,0.80,1,1,0.3712,0.7425,8733.0918,1,
2026-09-01 14:38:15,NEOUSDC,mom_s,short,0.3000,1.0000,0.8000,0.5000,2.0604,2.0550,timeout,0.262,0.040,-0.00100,0.80,1,1,0.2231,0.4462,5453.8725,0,
2026-09-01 14:38:38,ETHUSDC,adapt_s,short,0.1245,0.1245,0.4149,0.2593,2482.0354,2474.9600,timeout,0.285,0.040,-0.00099,0.80,1,1,0.2461,0.4921,71.0706,1,
2026-09-01 14:42:32,ETHUSDC,deep_s,short,0.2000,0.5000,0.6000,0.5000,2483.2846,2474.8400,timeout,0.340,0.040,-0.00101,0.81,1,1,0.3011,0.6021,70.8836,1,
2026-09-01 14:44:19,TRUMPUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,2.3942,2.3870,stop,-0.300,0.040,0.00025,0.40,1,1,-0.3403,-0.6805,46734.3042,1,
2026-09-01 14:45:21,NEARUSDC,deep_l,long,0.2000,0.5000,0.6000,0.5000,1.9532,1.9649,tp,0.600,0.000,0.00045,0.36,1,1,0.5995,1.1991,109421.5283,1,
2026-09-01 14:45:51,KAITOUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,0.3014,0.3005,stop,-0.300,0.040,-0.00083,0.66,1,1,-0.3392,-0.6783,5932.4333,1,
2026-09-01 14:45:51,KAITOUSDC,fixed_s,short,0.2000,0.2000,0.5000,0.3000,0.3019,0.3004,tp,0.500,0.000,0.00028,0.23,1,1,0.4997,0.9994,22883.5500,1,
2026-09-01 14:45:51,KAITOUSDC,adapt_l,long,0.1821,0.1821,0.6071,0.3795,0.3015,0.3004,stop,-0.379,0.040,-0.00083,0.66,1,1,-0.4186,-0.8373,2670.4500,1,
2026-09-01 14:48:06,BOMEUSDC,fixed_s,short,0.2000,0.2000,0.5000,0.3000,0.0009,0.0009,tp,0.500,0.000,-0.00007,0.11,1,1,0.5001,1.0001,18632837.1667,1,
2026-09-01 14:50:40,CRVUSDC,adapt_l,long,0.5589,0.5589,1.8629,1.1643,0.3520,0.3519,timeout,-0.035,0.040,0.00100,0.80,1,1,-0.0756,-0.1511,120000.1600,1,
2026-09-01 14:50:47,NEOUSDC,adapt_s,short,0.2163,0.2163,0.7211,0.4507,2.0594,2.0446,tp,0.721,0.000,-0.00056,0.45,1,1,0.7216,1.4433,350.5503,1,
2026-09-01 14:51:38,HBARUSDC,adapt_l,long,0.1579,0.1579,0.5263,0.3289,0.0749,0.0748,timeout,-0.029,0.040,0.00050,0.80,1,1,-0.0694,-0.1388,51698.0000,1,
2026-09-01 14:52:50,TIAUSDC,adapt_l,long,0.3073,0.3073,1.0244,0.6403,0.3398,0.3401,timeout,0.102,0.040,0.00006,0.81,1,1,0.0622,0.1244,18879.2000,1,
2026-09-01 14:53:04,TRUMPUSDC,deep_l,long,0.2000,0.5000,0.6000,0.5000,2.3870,2.3751,stop,-0.500,0.040,0.00010,0.16,1,1,-0.5401,-1.0802,45115.8878,1,
2026-09-01 14:53:05,TRUMPUSDC,mom_l,long,0.3000,1.0000,0.8000,0.5000,2.3889,2.3769,stop,-0.500,0.040,0.00013,0.21,1,1,-0.5401,-1.0803,45572.8496,0,
2026-09-01 14:54:14,TRUMPUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,2.3792,2.3721,stop,-0.300,0.040,0.00006,0.10,1,0,-0.3401,-0.6801,1842.6150,1,
2026-09-01 14:54:19,BIOUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,0.0265,0.0264,stop,-0.300,0.040,0.00032,0.51,1,1,-0.3403,-0.6806,307084.3433,1,
2026-09-01 14:54:30,KAITOUSDC,deep_l,long,0.2000,0.5000,0.6000,0.5000,0.3011,0.3003,timeout,-0.261,0.040,-0.00121,0.81,1,1,-0.3002,-0.6003,75001.5142,1,
2026-09-01 14:55:12,NEARUSDC,fixed_s,short,0.2000,0.2000,0.5000,0.3000,1.9649,1.9551,tp,0.500,0.000,-0.00021,0.17,1,1,0.5002,1.0004,12365.1333,1,
2026-09-01 14:55:40,BOMEUSDC,adapt_l,long,0.3084,0.3084,1.0281,0.6426,0.0009,0.0009,timeout,-0.223,0.040,0.00050,0.81,1,1,-0.2637,-0.5273,16799678.4167,1,
2026-09-01 14:56:54,TRUMPUSDC,adapt_l,long,0.3152,0.3152,1.0506,0.6566,2.3695,2.3539,stop,-0.657,0.040,0.00003,0.04,1,1,-0.6967,-1.3933,31849.8867,1,
2026-09-01 14:56:55,TRUMPUSDC,deep_l,long,0.2000,0.5000,0.6000,0.5000,2.3582,2.3464,stop,-0.500,0.040,0.00001,0.02,1,1,-0.5400,-1.0800,16616.4550,1,
2026-09-01 14:58:06,ORDIUSDC,adapt_l,long,0.2047,0.2047,0.6823,0.4265,3.9409,3.9241,stop,-0.426,0.040,0.00051,0.81,1,1,-0.4670,-0.9339,6487.9615,1,
2026-09-01 14:58:09,WLDUSDC,mom15_s,short,0.5000,2.5000,2.0000,0.8000,0.0000,0.3784,expired,0.000,0.000,0.00000,2.00,0,0,0.0000,0.0000,0.0000,0,
2026-09-01 14:59:19,BIOUSDC,adapt_l,long,0.1894,0.1894,0.6315,0.3947,0.0265,0.0264,stop,-0.395,0.040,0.00037,0.59,1,1,-0.4351,-0.8701,306850.0672,1,
2026-09-01 14:59:51,SOLUSDC,adapt_l,long,0.1454,0.1454,0.4848,0.3030,103.5891,103.2753,stop,-0.303,0.040,0.00000,0.12,1,1,-0.3430,-0.6860,6040.6672,1,
2026-09-01 15:00:07,NEARUSDC,mom_l,long,0.3000,1.0000,0.8000,0.5000,0.0000,1.9374,expired,0.000,0.000,0.00000,4.01,0,0,0.0000,0.0000,0.0000,0,
2026-09-01 15:00:28,ARBUSDC,mom1h_s,short,1.0000,3.5000,4.0000,1.2000,0.0000,0.1159,expired,0.000,0.000,0.00000,4.01,0,0,0.0000,0.0000,0.0000,0,0.4909
2026-09-01 15:02:52,FILUSDC,adapt_s,short,0.2304,0.2304,0.7679,0.4799,0.6943,0.6976,stop,-0.480,0.040,0.00039,0.57,1,1,-0.5203,-1.0406,49999.0000,1,
2026-09-01 15:03:16,ETHFIUSDC,mom_l,long,0.3000,1.0000,0.8000,0.5000,0.0000,0.5647,expired,0.000,0.000,0.00000,4.02,0,0,0.0000,0.0000,0.0000,0,
2026-09-01 15:04:32,BOMEUSDC,mom15_l,long,0.5000,2.5000,2.0000,0.8000,0.0000,0.0009,expired,0.000,0.000,0.00000,2.01,0,0,0.0000,0.0000,0.0000,0,
2026-09-01 15:05:11,ADAUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,0.0000,0.1994,expired,0.000,0.000,0.00000,4.02,0,0,0.0000,0.0000,0.0000,1,
2026-09-01 15:05:12,ADAUSDC,adapt_l,long,0.2087,0.2087,0.6956,0.4348,0.0000,0.1994,expired,0.000,0.000,0.00000,4.02,0,0,0.0000,0.0000,0.0000,1,
2026-09-01 15:05:12,ADAUSDC,deep_l,long,0.2000,0.5000,0.6000,0.5000,0.0000,0.1988,expired,0.000,0.000,0.00000,4.02,0,0,0.0000,0.0000,0.0000,1,
2026-09-01 15:05:21,NEARUSDC,adapt_l,long,0.3978,0.3978,1.3261,0.8288,0.0000,1.9432,expired,0.000,0.000,0.00000,4.02,0,0,0.0000,0.0000,0.0000,1,
2026-09-01 15:08:32,WLFIUSDC,adapt_l,long,0.1198,0.1198,0.3994,0.2496,0.0571,0.0570,timeout,-0.160,0.040,0.00051,0.82,1,1,-0.2007,-0.4013,302959.5114,1,
2026-09-01 15:08:59,XRPUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,1.3866,1.3852,timeout,-0.102,0.040,0.00103,0.82,1,1,-0.1435,-0.2870,177904.0083,1,
2026-09-01 15:09:22,FILUSDC,fixed_s,short,0.2000,0.2000,0.5000,0.3000,0.6971,0.6992,stop,-0.300,0.040,0.00014,0.21,1,1,-0.3401,-0.6803,78757.0652,1,
2026-09-01 15:09:43,CRVUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,0.3493,0.3481,expired,0.000,0.040,0.00003,4.05,0,0,0.0000,0.0000,17247.3250,1,
2026-09-01 15:09:52,WLFIUSDC,deep_l,long,0.2000,0.5000,0.6000,0.5000,0.0570,0.0570,timeout,0.046,0.040,0.00051,0.82,1,1,0.0059,0.0118,496510.2000,1,
2026-09-01 15:11:52,ORDIUSDC,deep_l,long,0.2000,0.5000,0.6000,0.5000,3.9322,3.9320,timeout,-0.006,0.040,0.00050,0.80,1,1,-0.0466,-0.0932,7410.0459,1,
2026-09-01 15:13:26,CRVUSDC,mom_l,long,0.3000,1.0000,0.8000,0.5000,0.0000,0.3484,expired,0.000,0.000,0.00000,4.01,1,1,0.0000,0.0000,0.0000,0,
2026-09-01 15:13:28,ETHFIUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,0.5684,0.5657,expired,0.000,0.040,0.00001,4.05,0,0,0.0000,0.0000,1333.9556,1,
2026-09-01 15:15:29,NEARUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,1.9551,1.9492,stop,-0.300,0.040,0.00042,0.34,1,1,-0.3404,-0.6808,12360.0000,1,
2026-09-01 15:16:35,UNIUSDC,mom_l,long,0.3000,1.0000,0.8000,0.5000,0.0000,5.1975,expired,0.000,0.000,0.00000,4.01,0,0,0.0000,0.0000,0.0000,0,
2026-09-01 15:16:45,FILUSDC,deep_s,short,0.2000,0.5000,0.6000,0.5000,0.6963,0.6974,timeout,-0.163,0.040,0.00055,0.81,1,1,-0.2037,-0.4074,97046.5558,1,
2026-09-01 15:18:13,CRVUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,0.3477,0.3494,tp,0.500,0.000,0.00010,0.08,1,1,0.4999,0.9998,9380.3500,1,
2026-09-01 15:19:09,SUIUSDC,fixed_s,short,0.2000,0.2000,0.5000,0.3000,0.7336,0.7314,timeout,0.295,0.040,-0.00084,0.81,1,1,0.2559,0.5117,37561.3667,1,
2026-09-01 15:19:12,TIAUSDC,mom_l,long,0.3000,1.0000,0.8000,0.5000,0.0000,0.3346,expired,0.000,0.000,0.00000,4.00,0,0,0.0000,0.0000,0.0000,0,
2026-09-01 15:19:27,ARBUSDC,fixed_s,short,0.2000,0.2000,0.5000,0.3000,0.1147,0.1149,expired,0.000,0.040,-0.00000,4.01,0,0,0.0000,0.0000,85564.7000,1,
2026-09-01 15:19:34,CRVUSDC,deep_l,long,0.2000,0.5000,0.6000,0.5000,0.3481,0.3501,tp,0.600,0.000,0.00013,0.10,1,1,0.5999,1.1997,109433.9397,1,
2026-09-01 15:20:23,NEARUSDC,mom15_l,long,0.5000,2.5000,2.0000,0.8000,0.0000,1.9207,expired,0.000,0.000,0.00000,2.01,0,0,0.0000,0.0000,0.0000,0,
2026-09-01 15:20:25,SUIUSDC,adapt_s,short,0.2358,0.2358,0.7860,0.4913,0.7338,0.7324,timeout,0.194,0.040,-0.00084,0.81,1,1,0.1552,0.3104,51142.5000,1,
2026-09-01 15:20:30,FILUSDC,mom_l,long,0.3000,1.0000,0.8000,0.5000,0.0000,0.6802,expired,0.000,0.000,0.00000,4.01,0,0,0.0000,0.0000,0.0000,0,
2026-09-01 15:20:31,HBARUSDC,mom_l,long,0.3000,1.0000,0.8000,0.5000,0.0000,0.0734,expired,0.000,0.000,0.00000,4.01,0,0,0.0000,0.0000,0.0000,0,
2026-09-01 15:20:36,ORDIUSDC,mom_l,long,0.3000,1.0000,0.8000,0.5000,0.0000,3.8907,expired,0.000,0.000,0.00000,4.01,0,0,0.0000,0.0000,0.0000,0,
2026-09-01 15:20:44,ARBUSDC,mom_s,short,0.3000,1.0000,0.8000,0.5000,0.1133,0.1150,expired,0.000,0.040,-0.00005,4.11,0,0,0.0000,0.0000,154118.4636,0,
2026-09-01 15:20:53,KAITOUSDC,adapt_s,short,0.1979,0.1979,0.6595,0.4122,0.3019,0.3006,timeout,0.429,0.040,0.00113,0.81,1,1,0.3882,0.7764,16583.8750,1,
2026-09-01 15:22:27,ETHUSDC,adapt_l,long,0.1070,0.1070,0.3568,0.2230,0.0000,2459.7442,expired,0.000,0.000,0.00000,4.00,0,0,0.0000,0.0000,0.0000,1,
2026-09-01 15:22:33,XRPUSDC,adapt_l,long,0.1454,0.1454,0.4846,0.3029,0.0000,1.3740,expired,0.000,0.000,0.00000,4.00,0,0,0.0000,0.0000,0.0000,1,
2026-09-01 15:22:41,LTCUSDC,adapt_l,long,0.1163,0.1163,0.3878,0.2423,0.0000,48.6533,expired,0.000,0.000,0.00000,4.00,0,0,0.0000,0.0000,0.0000,1,
2026-09-01 15:22:51,FILUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,0.0000,0.6842,expired,0.000,0.000,0.00000,4.00,0,0,0.0000,0.0000,0.0000,1,
2026-09-01 15:22:52,FILUSDC,deep_l,long,0.2000,0.5000,0.6000,0.5000,0.0000,0.6822,expired,0.000,0.000,0.00000,4.00,0,0,0.0000,0.0000,0.0000,1,
2026-09-01 15:22:52,HBARUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,0.0000,0.0738,expired,0.000,0.000,0.00000,4.00,0,0,0.0000,0.0000,0.0000,1,
2026-09-01 15:22:53,HBARUSDC,deep_l,long,0.2000,0.5000,0.6000,0.5000,0.0000,0.0736,expired,0.000,0.000,0.00000,4.00,0,0,0.0000,0.0000,0.0000,1,
2026-09-01 15:23:41,DOGEUSDC,adapt_s,short,0.1481,0.1481,0.4938,0.3086,0.0836,0.0836,timeout,0.028,0.040,-0.00077,0.81,1,1,-0.0109,-0.0217,422234.3333,1,
2026-09-01 15:23:47,AVAXUSDC,adapt_l,long,0.1367,0.1367,0.4558,0.2849,0.0000,7.2401,expired,0.000,0.000,0.00000,4.01,0,0,0.0000,0.0000,0.0000,1,
2026-09-01 15:23:47,AVAXUSDC,adapt_s,short,0.1564,0.1564,0.5214,0.3259,7.3024,7.3220,timeout,-0.268,0.040,-0.00102,0.81,1,1,-0.3073,-0.6147,1376.2286,1,
2026-09-01 15:24:03,WLDUSDC,adapt_l,long,0.2631,0.2631,0.8769,0.5481,0.0000,0.3646,expired,0.000,0.000,0.00000,4.01,0,0,0.0000,0.0000,0.0000,1,
2026-09-01 15:24:03,WLDUSDC,deep_l,long,0.2000,0.5000,0.6000,0.5000,0.0000,0.3638,expired,0.000,0.000,0.00000,4.01,0,0,0.0000,0.0000,0.0000,1,
2026-09-01 15:24:09,ARBUSDC,fixed_s,short,0.2000,0.2000,0.5000,0.3000,0.1130,0.1134,stop,-0.300,0.040,-0.00002,0.02,1,1,-0.3400,-0.6800,53867.3000,1,
2026-09-01 15:25:06,UNIUSDC,deep_l,long,0.2000,0.5000,0.6000,0.5000,0.0000,5.2287,expired,0.000,0.000,0.00000,4.02,0,0,0.0000,0.0000,0.0000,1,
2026-09-01 15:25:10,SUIUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,0.0000,0.7275,expired,0.000,0.000,0.00000,4.02,0,0,0.0000,0.0000,0.0000,1,
2026-09-01 15:25:10,SUIUSDC,adapt_l,long,0.2187,0.2187,0.7290,0.4556,0.0000,0.7274,expired,0.000,0.000,0.00000,4.02,0,0,0.0000,0.0000,0.0000,1,
2026-09-01 15:25:11,SUIUSDC,deep_l,long,0.2000,0.5000,0.6000,0.5000,0.0000,0.7254,expired,0.000,0.000,0.00000,4.02,0,0,0.0000,0.0000,0.0000,1,
2026-09-01 15:25:12,TIAUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,0.0000,0.3373,expired,0.000,0.000,0.00000,4.00,0,0,0.0000,0.0000,0.0000,1,
2026-09-01 15:25:13,TIAUSDC,deep_l,long,0.2000,0.5000,0.6000,0.5000,0.0000,0.3363,expired,0.000,0.000,0.00000,4.00,0,0,0.0000,0.0000,0.0000,1,
2026-09-01 15:26:45,ARBUSDC,deep_s,short,0.2000,0.5000,0.6000,0.5000,0.1150,0.1148,expired,0.000,0.000,-0.00004,4.14,0,0,0.0000,0.0000,135580.6500,1,
2026-09-01 15:28:58,WLDUSDC,mom_l,long,0.3000,1.0000,0.8000,0.5000,0.0000,0.3627,expired,0.000,0.000,0.00000,4.01,0,0,0.0000,0.0000,0.0000,1,
2026-09-01 15:32:46,SUIUSDC,mom_l,long,0.3000,1.0000,0.8000,0.5000,0.0000,0.7254,expired,0.000,0.000,0.00000,4.00,0,0,0.0000,0.0000,0.0000,0,
2026-09-01 15:32:55,WIFUSDC,mom_l,long,0.3000,1.0000,0.8000,0.5000,0.0000,0.1944,expired,0.000,0.000,0.00000,4.02,0,0,0.0000,0.0000,0.0000,0,
2026-09-01 15:33:05,ARBUSDC,fixed_s,short,0.2000,0.2000,0.5000,0.3000,0.1144,0.1138,tp,0.500,0.000,-0.00003,0.02,1,1,0.5000,1.0001,106534.8600,1,
2026-09-01 15:33:17,CRVUSDC,mom1h_l,long,1.0000,3.5000,4.0000,1.2000,0.0000,0.3444,expired,0.000,0.000,0.00000,4.00,0,0,0.0000,0.0000,0.0000,0,0.5209
2026-09-01 15:33:56,LINKUSDC,mom_l,long,0.3000,1.0000,0.8000,0.5000,0.0000,11.2969,expired,0.000,0.000,0.00000,4.00,0,0,0.0000,0.0000,0.0000,0,
2026-09-01 15:35:03,ETHUSDC,mom_l,long,0.3000,1.0000,0.8000,0.5000,0.0000,2448.6165,expired,0.000,0.000,0.00000,4.01,0,0,0.0000,0.0000,0.0000,0,
2026-09-01 15:35:04,SOLUSDC,mom_l,long,0.3000,1.0000,0.8000,0.5000,0.0000,102.7125,expired,0.000,0.000,0.00000,4.01,0,0,0.0000,0.0000,0.0000,0,
2026-09-01 15:35:08,XRPUSDC,mom_l,long,0.3000,1.0000,0.8000,0.5000,0.0000,1.3693,expired,0.000,0.000,0.00000,4.01,0,0,0.0000,0.0000,0.0000,0,
2026-09-01 15:35:21,TIAUSDC,fixed_s,short,0.2000,0.2000,0.5000,0.3000,0.3421,0.3404,tp,0.500,0.000,-0.00004,0.13,1,1,0.5000,1.0001,72467.6582,1,
2026-09-01 15:35:28,WIFUSDC,mom15_l,long,0.5000,2.5000,2.0000,0.8000,0.0000,0.1949,expired,0.000,0.000,0.00000,2.01,0,0,0.0000,0.0000,0.0000,0,
2026-09-01 15:35:40,BIOUSDC,mom_l,long,0.3000,1.0000,0.8000,0.5000,0.0000,0.0263,expired,0.000,0.000,0.00000,4.01,0,0,0.0000,0.0000,0.0000,0,
2026-09-01 15:36:19,SOLUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,103.4128,103.1025,stop,-0.300,0.040,0.00001,0.65,1,1,-0.3400,-0.6800,6428.0002,1,
2026-09-01 15:38:09,ORDIUSDC,fixed_s,short,0.2000,0.2000,0.5000,0.3000,3.9479,3.9281,tp,0.500,0.000,-0.00016,0.25,1,1,0.5002,1.0003,4441.8778,1,
2026-09-01 15:38:11,WLDUSDC,adapt_l,long,0.2446,0.2446,0.8154,0.5096,0.3702,0.3683,stop,-0.510,0.040,0.00006,0.06,1,1,-0.5497,-1.0994,21060.2600,1,
2026-09-01 15:38:14,TRUMPUSDC,deep_s,short,0.2000,0.5000,0.6000,0.5000,2.4110,2.4391,expired,0.000,0.040,-0.00017,4.31,0,0,0.0000,0.0000,24904.1036,1,
2026-09-01 15:38:16,ARBUSDC,adapt_s,short,1.1530,1.1530,3.8432,2.4020,0.0000,0.1150,expired,0.000,0.000,0.00000,4.00,0,0,0.0000,0.0000,0.0000,1,
2026-09-01 15:38:20,BOMEUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,0.0009,0.0009,stop,-0.300,0.040,0.00000,0.00,1,1,-0.3400,-0.6800,19865042.6957,1,
2026-09-01 15:38:25,ETHFIUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,0.5714,0.5696,stop,-0.300,0.040,0.00013,0.21,1,1,-0.3401,-0.6803,2303.7333,1,
2026-09-01 15:38:26,ETHFIUSDC,deep_s,short,0.2000,0.5000,0.6000,0.5000,0.5730,0.5695,tp,0.600,0.000,-0.00031,0.50,1,1,0.6003,1.2006,23152.4468,1,
2026-09-01 15:38:57,BNBUSDC,adapt_s,short,0.0814,0.0814,0.2714,0.1696,692.9982,695.4057,expired,0.000,0.040,0.00000,4.57,0,0,0.0000,0.0000,37.9533,1,
2026-09-01 15:39:01,LINKUSDC,deep_s,short,0.2000,0.5000,0.6000,0.5000,11.4078,11.5324,expired,0.000,0.040,-0.00008,4.11,0,0,0.0000,0.0000,6966.2790,1,
2026-09-01 15:39:10,NEARUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,1.9461,1.9403,stop,-0.300,0.040,0.00019,0.15,1,1,-0.3402,-0.6804,7924.0909,1,
2026-09-01 15:39:43,NEOUSDC,adapt_l,long,0.2047,0.2047,0.6825,0.4265,2.0438,2.0520,timeout,0.401,0.040,0.00102,0.82,1,1,0.3599,0.7197,2723.0656,1,
2026-09-01 15:40:10,SOLUSDC,adapt_l,long,0.1522,0.1522,0.5073,0.3171,103.0729,102.7461,stop,-0.317,0.040,-0.00000,0.04,1,1,-0.3571,-0.7142,5378.9805,1,
2026-09-01 15:40:22,LTCUSDC,deep_s,short,0.2000,0.5000,0.6000,0.5000,0.0000,49.2148,expired,0.000,0.000,0.00000,4.01,0,0,0.0000,0.0000,0.0000,1,
2026-09-01 15:40:25,UNIUSDC,mom15_l,long,0.5000,2.5000,2.0000,0.8000,0.0000,5.3372,expired,0.000,0.000,0.00000,2.01,0,0,0.0000,0.0000,0.0000,0,
2026-09-01 15:40:27,NEARUSDC,deep_l,long,0.2000,0.5000,0.6000,0.5000,1.9492,1.9395,stop,-0.500,0.040,0.00049,0.40,1,1,-0.5405,-1.0810,58265.9000,1,
2026-09-01 15:40:34,FILUSDC,mom_s,short,0.3000,1.0000,0.8000,0.5000,0.6990,0.6934,tp,0.800,0.000,0.00035,0.52,1,1,0.7996,1.5993,96134.5170,0,
2026-09-01 15:40:34,HBARUSDC,adapt_l,long,0.1535,0.1535,0.5116,0.3197,0.0745,0.0743,stop,-0.320,0.040,0.00001,0.02,1,1,-0.3598,-0.7195,113805.7778,1,
2026-09-01 15:41:47,UNIUSDC,adapt_l,long,0.7513,0.7513,2.5043,1.5652,5.6929,5.7680,timeout,1.319,0.040,0.00102,0.82,1,1,1.2781,2.5561,22463.4167,1,
2026-09-01 15:42:16,BOMEUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,0.0009,0.0009,stop,-0.300,0.040,0.00001,0.02,1,1,-0.3400,-0.6800,8812974.5000,1,
2026-09-01 15:42:57,LINKUSDC,mom15_l,long,0.5000,2.5000,2.0000,0.8000,0.0000,11.2115,expired,0.000,0.000,0.00000,2.01,0,0,0.0000,0.0000,0.0000,0,
2026-09-01 15:43:28,BIOUSDC,deep_l,long,0.2000,0.5000,0.6000,0.5000,0.0264,0.0263,timeout,-0.255,0.040,0.00051,0.82,1,1,-0.2954,-0.5907,467908.7233,1,
2026-09-01 15:44:16,UNIUSDC,mom1h_l,long,1.0000,3.5000,4.0000,1.2000,0.0000,5.2274,expired,0.000,0.000,0.00000,4.02,0,0,0.0000,0.0000,0.0000,0,0.4919
2026-09-01 15:45:27,UNIUSDC,mom30_l,long,0.7000,3.0000,3.0000,1.0000,0.0000,5.4136,expired,0.000,0.000,0.00000,2.01,0,0,0.0000,0.0000,0.0000,0,
2026-09-01 15:45:35,HBARUSDC,deep_l,long,0.2000,0.5000,0.6000,0.5000,0.0742,0.0746,tp,0.600,0.000,0.00005,0.08,1,1,0.5999,1.1999,345329.3333,1,
2026-09-01 15:47:42,DOGEUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,0.0000,0.0830,expired,0.000,0.000,0.00000,4.00,0,0,0.0000,0.0000,0.0000,1,
2026-09-01 15:47:42,DOGEUSDC,adapt_l,long,0.1432,0.1432,0.4772,0.2982,0.0000,0.0830,expired,0.000,0.000,0.00000,4.00,0,0,0.0000,0.0000,0.0000,1,
2026-09-01 15:47:42,DOGEUSDC,deep_l,long,0.2000,0.5000,0.6000,0.5000,0.0000,0.0827,expired,0.000,0.000,0.00000,4.00,0,0,0.0000,0.0000,0.0000,1,
2026-09-01 15:48:14,WLDUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,0.3649,0.3674,expired,0.000,0.000,0.00008,4.36,0,0,0.0000,0.0000,29620.7000,1,
2026-09-01 15:48:35,NEOUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,0.0000,2.0339,expired,0.000,0.000,0.00000,4.00,0,0,0.0000,0.0000,0.0000,1,
2026-09-01 15:48:36,NEOUSDC,deep_l,long,0.2000,0.5000,0.6000,0.5000,0.0000,2.0278,expired,0.000,0.000,0.00000,4.00,0,0,0.0000,0.0000,0.0000,1,
2026-09-01 15:49:29,TRUMPUSDC,mom_s,short,0.3000,1.0000,0.8000,0.5000,2.4311,2.4381,expired,0.000,0.000,-0.00011,4.21,0,0,0.0000,0.0000,47307.8825,0,
2026-09-01 15:50:17,LTCUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,48.8122,48.8800,timeout,0.139,0.040,0.00102,0.82,1,1,0.0979,0.1958,750.8504,1,
2026-09-01 15:50:21,NEARUSDC,mom30_l,long,0.7000,3.0000,3.0000,1.0000,0.0000,1.9216,expired,0.000,0.000,0.00000,2.02,0,0,0.0000,0.0000,0.0000,0,
2026-09-01 15:50:23,SUIUSDC,mom_s,short,0.3000,1.0000,0.8000,0.5000,0.0000,0.7401,expired,0.000,0.000,0.00000,4.01,0,0,0.0000,0.0000,0.0000,0,
2026-09-01 15:51:24,UNIUSDC,deep_l,long,0.2000,0.5000,0.6000,0.5000,5.7541,5.7886,tp,0.600,0.000,0.00007,0.06,1,1,0.5999,1.1999,14090.2000,1,
2026-09-01 15:55:36,CRVUSDC,fixed_l,long,0.2000,0.2000,0.5000,0.3000,0.3503,0.3520,tp,0.500,0.000,0.00053,0.42,1,1,0.4995,0.9989,12328.0667,1,
